MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR262;DISJOINT_EXTEND;Test-09;10;4;4;[placeOfBirth, exactSearch, citizenship:Germany, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[];[citizenship:Haiti];[];[];[citizenship:Afghanistan];[];[];[citizenship:Albania];[];[];[citizenship:Algeria];[];[];[];[];[];[]
MR563;CONJUNCTIVE_CONTRACT;Test-20;12;4;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[minHeight, placeOfBirth, secondCitizenship];[];[];[confederation, countryOfBirth, maxYear, minYear, monthBirth];[];[];[citizenship, exactSearch, maxAge];[];[];[maxHeight];[];[];[];[];[];[];[]
MR155;CONJUNCTIVE_CONTRACT;Test-06;10;3;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[minYear, monthBirth, yearBirth];[];[];[citizenship, countryOfBirth, minAge, minHeight];[];[];[confederation, dayBirth, maxAge];[];[];[];[];[];[];[];[];[];[]
MR566;CONJUNCTIVE_CONTRACT;Test-20;12;2;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[maxHeight];[];[];[citizenship, confederation, countryOfBirth, exactSearch, maxAge, maxYear, minHeight, minYear, monthBirth, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR34;CONJUNCTIVE_CONTRACT;Test-02;12;2;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[confederation];[];[];[citizenship, countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, minHeight, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR332;CONJUNCTIVE_CONTRACT;Test-12;13;5;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[minYear, monthBirth, secondCitizenship, yearBirth];[];[];[minAge];[];[];[dayBirth, maxAge, maxYear, minHeight, placeOfBirth];[];[];[maxHeight];[];[];[confederation, countryOfBirth];[];[];[];[]
MR18;CONJUNCTIVE_EXTEND;Test-01;10;1;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[confederation, maxHeight, maxYear, minHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR446;CONJUNCTIVE_CONTRACT;Test-16;9;4;9;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[];[yearBirth];[];[];[citizenship, countryOfBirth, exactSearch, maxHeight, placeOfBirth];[];[];[maxYear];[];[];[minYear, monthBirth];[];[];[];[];[];[];[]
MR453;CONJUNCTIVE_EXTEND;Test-16;9;3;6;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[confederation, minAge];[];[];[dayBirth];[];[];[maxAge, minHeight, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[]
MR340;CONJUNCTIVE_CONTRACT;Test-12;13;4;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, maxAge, maxHeight, minAge, minYear, monthBirth, placeOfBirth];[];[];[countryOfBirth, dayBirth, maxYear, yearBirth];[];[];[minHeight];[];[];[secondCitizenship];[];[];[];[];[];[];[]
MR222;CONJUNCTIVE_EXTEND;Test-08;10;3;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[dayBirth, maxHeight];[];[];[exactSearch, secondCitizenship];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[];[]
MR133;CONJUNCTIVE_EXTEND;Test-05;8;3;7;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[countryOfBirth, dayBirth, maxAge, minHeight, monthBirth];[];[];[maxHeight];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[]
MR173;CONJUNCTIVE_CONTRACT;Test-07;9;2;9;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[];[confederation, dayBirth, exactSearch, maxHeight, minHeight, minYear, secondCitizenship, yearBirth];[];[];[citizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR513;CONJUNCTIVE_CONTRACT;Test-18;10;3;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[minAge, minHeight, secondCitizenship];[];[];[confederation, countryOfBirth, maxAge, maxHeight, placeOfBirth, yearBirth];[];[];[citizenship];[];[];[];[];[];[];[];[];[];[]
MR123;CONJUNCTIVE_EXTEND;Test-05;8;2;7;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[countryOfBirth, maxAge];[];[];[dayBirth, maxHeight, minHeight, minYear, monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1;CONJUNCTIVE_CONTRACT;Test-01;10;4;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[countryOfBirth, dayBirth, exactSearch, monthBirth, secondCitizenship];[];[];[citizenship, minYear];[];[];[maxAge, yearBirth];[];[];[minAge];[];[];[];[];[];[];[]
MR239;CONJUNCTIVE_CONTRACT;Test-09;10;2;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, countryOfBirth, dayBirth, exactSearch, maxAge, minHeight, monthBirth, placeOfBirth];[];[];[maxHeight, maxYear];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR191;CONJUNCTIVE_EXTEND;Test-07;9;3;6;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[maxAge, maxYear, minAge];[];[];[placeOfBirth];[];[];[countryOfBirth, monthBirth];[];[];[];[];[];[];[];[];[];[];[]
MR561;CONJUNCTIVE_CONTRACT;Test-20;12;4;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[maxAge];[];[];[confederation, exactSearch, maxHeight, monthBirth, placeOfBirth];[];[];[citizenship, countryOfBirth, maxYear, minYear, secondCitizenship];[];[];[minHeight];[];[];[];[];[];[];[]
MR326;CONJUNCTIVE_EXTEND;Test-11;9;4;6;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, exactSearch, yearBirth];[];[];[placeOfBirth];[];[];[confederation];[];[];[minHeight];[];[];[];[];[];[];[];[]
MR576;DISJOINT_EXTEND;Test-20;12;4;4;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation:FIFA, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[];[confederation:AFC];[];[];[confederation:CAF];[];[];[confederation:CONCACAF];[];[];[confederation:CONMEBOL];[];[];[];[];[];[]
MR515;CONJUNCTIVE_CONTRACT;Test-18;10;5;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[yearBirth];[];[];[maxAge, minAge, minHeight];[];[];[citizenship, countryOfBirth, maxHeight, placeOfBirth];[];[];[confederation];[];[];[secondCitizenship];[];[];[];[]
MR253;CONJUNCTIVE_EXTEND;Test-09;10;2;5;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[secondCitizenship, yearBirth];[];[];[confederation, minAge, minYear];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR531;EQUIVALENCE_EXTEND;Test-18;10;2;2;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[maxYear:2006];[];[];[minYear:1850];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR257;CONJUNCTIVE_EXTEND;Test-09;10;3;5;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[minAge, minYear, secondCitizenship];[];[];[confederation];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[];[]
MR485;CONJUNCTIVE_CONTRACT;Test-17;8;2;8;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[dayBirth, exactSearch, maxYear, minHeight, minYear, secondCitizenship, yearBirth];[];[];[maxAge];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR144;CONJUNCTIVE_CONTRACT;Test-06;10;2;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[minYear];[];[];[citizenship, confederation, countryOfBirth, dayBirth, maxAge, minAge, minHeight, monthBirth, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR241;CONJUNCTIVE_CONTRACT;Test-09;10;4;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[dayBirth, exactSearch, maxAge, maxYear, monthBirth, placeOfBirth];[];[];[countryOfBirth];[];[];[citizenship, minHeight];[];[];[maxHeight];[];[];[];[];[];[];[]
MR89;CONJUNCTIVE_CONTRACT;Test-04;9;2;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[countryOfBirth, exactSearch, maxAge, minYear];[];[];[maxHeight, maxYear, minAge, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR87;CONJUNCTIVE_CONTRACT;Test-04;9;3;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[maxAge, maxHeight, maxYear, placeOfBirth];[];[];[countryOfBirth, exactSearch, minAge, minYear];[];[];[secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR269;CONJUNCTIVE_CONTRACT;Test-10;9;4;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[maxHeight];[];[];[countryOfBirth, maxAge, minHeight, secondCitizenship, yearBirth];[];[];[placeOfBirth];[];[];[confederation, monthBirth];[];[];[];[];[];[];[]
MR510;CONJUNCTIVE_CONTRACT;Test-18;10;3;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[citizenship, minAge];[];[];[confederation, countryOfBirth, maxAge, maxHeight, secondCitizenship, yearBirth];[];[];[minHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[]
MR316;CONJUNCTIVE_EXTEND;Test-11;9;3;6;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, minHeight, placeOfBirth];[];[];[confederation, yearBirth];[];[];[exactSearch];[];[];[];[];[];[];[];[];[];[];[]
MR502;CONJUNCTIVE_CONTRACT;Test-18;10;3;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[minAge, placeOfBirth, secondCitizenship, yearBirth];[];[];[citizenship, confederation, countryOfBirth, maxHeight, minHeight];[];[];[maxAge];[];[];[];[];[];[];[];[];[];[]
MR275;CONJUNCTIVE_CONTRACT;Test-10;9;2;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[countryOfBirth, maxHeight, minHeight, placeOfBirth, yearBirth];[];[];[confederation, maxAge, monthBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR221;CONJUNCTIVE_EXTEND;Test-08;10;3;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[maxHeight];[];[];[countryOfBirth, exactSearch, secondCitizenship];[];[];[dayBirth];[];[];[];[];[];[];[];[];[];[];[]
MR122;CONJUNCTIVE_EXTEND;Test-05;8;4;7;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[countryOfBirth];[];[];[maxAge, minYear, monthBirth];[];[];[maxHeight];[];[];[dayBirth, minHeight];[];[];[];[];[];[];[];[]
MR281;CONJUNCTIVE_EXTEND;Test-10;9;3;6;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[citizenship, dayBirth, exactSearch, maxYear];[];[];[minYear];[];[];[minAge];[];[];[];[];[];[];[];[];[];[];[]
MR310;CONJUNCTIVE_CONTRACT;Test-11;9;1;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, minAge, minYear, monthBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR226;CONJUNCTIVE_EXTEND;Test-08;10;4;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[exactSearch, secondCitizenship];[];[];[countryOfBirth];[];[];[maxHeight];[];[];[dayBirth];[];[];[];[];[];[];[];[]
MR251;CONJUNCTIVE_EXTEND;Test-09;10;3;5;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[confederation, minAge, secondCitizenship];[];[];[yearBirth];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[]
MR349;DISJOINT_EXTEND;Test-12;13;3;3;[placeOfBirth, secondCitizenship:Argentina, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[];[];[];[];[];[];[]
MR352;CONJUNCTIVE_CONTRACT;Test-13;10;5;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[citizenship, maxAge, minHeight, secondCitizenship];[];[];[countryOfBirth, monthBirth];[];[];[exactSearch, minAge];[];[];[dayBirth];[];[];[confederation];[];[];[];[]
MR195;CONJUNCTIVE_EXTEND;Test-07;9;3;6;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[maxAge, monthBirth];[];[];[countryOfBirth, placeOfBirth];[];[];[maxYear, minAge];[];[];[];[];[];[];[];[];[];[];[]
MR504;CONJUNCTIVE_CONTRACT;Test-18;10;2;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, maxHeight, secondCitizenship, yearBirth];[];[];[maxAge, minAge, minHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR61;CONJUNCTIVE_CONTRACT;Test-03;9;1;9;[placeOfBirth, confederation, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, dayBirth, maxHeight, maxYear, minAge, minHeight, minYear, monthBirth, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR360;CONJUNCTIVE_CONTRACT;Test-13;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[citizenship, dayBirth, secondCitizenship];[];[];[exactSearch];[];[];[confederation, countryOfBirth, maxAge, minAge, minHeight, monthBirth];[];[];[];[];[];[];[];[];[];[]
MR38;CONJUNCTIVE_CONTRACT;Test-02;12;2;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[maxHeight, yearBirth];[];[];[citizenship, confederation, countryOfBirth, dayBirth, maxAge, maxYear, minHeight, monthBirth, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR171;EQUIVALENCE_EXTEND;Test-06;10;1;2;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[maxHeight:220, maxYear:2006];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR301;EQUIVALENCE_EXTEND;Test-10;9;2;3;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[maxYear:2006, minAge:0];[];[];[minYear:1850];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR278;CONJUNCTIVE_CONTRACT;Test-10;9;3;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[confederation, maxAge, maxHeight];[];[];[placeOfBirth, secondCitizenship];[];[];[countryOfBirth, minHeight, monthBirth, yearBirth];[];[];[];[];[];[];[];[];[];[]
MR247;CONJUNCTIVE_CONTRACT;Test-09;10;6;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[exactSearch];[];[];[countryOfBirth, maxAge, minHeight];[];[];[maxHeight, maxYear];[];[];[citizenship, placeOfBirth];[];[];[monthBirth];[];[];[dayBirth];[]
MR421;CONJUNCTIVE_CONTRACT;Test-15;10;3;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[confederation, countryOfBirth];[];[];[citizenship, maxHeight, maxYear, minAge, minYear, monthBirth, yearBirth];[];[];[secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR572;CONJUNCTIVE_EXTEND;Test-20;12;2;3;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[dayBirth, yearBirth];[];[];[minAge];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR51;DISJOINT_EXTEND;Test-02;12;4;4;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth:Spain, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[];[countryOfBirth:Haiti];[];[];[countryOfBirth:Afghanistan];[];[];[countryOfBirth:Albania];[];[];[countryOfBirth:Algeria];[];[];[];[];[];[]
MR364;CONJUNCTIVE_EXTEND;Test-13;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxHeight, placeOfBirth];[];[];[minYear];[];[];[maxYear, yearBirth];[];[];[];[];[];[];[];[];[];[];[]
MR104;CONJUNCTIVE_EXTEND;Test-04;9;3;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[monthBirth];[];[];[citizenship, confederation, dayBirth, minHeight];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[];[]
MR416;CONJUNCTIVE_CONTRACT;Test-15;10;3;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, countryOfBirth, maxHeight, maxYear, minAge, monthBirth, secondCitizenship];[];[];[confederation, minYear];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[]
MR501;EQUIVALENCE_EXTEND;Test-17;8;1;2;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[maxHeight:220, minAge:0];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR107;DISJOINT_EXTEND;Test-04;9;6;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth:Spain, minAge, maxAge, minYear, maxYear, maxHeight];[];[];[countryOfBirth:Haiti];[];[];[countryOfBirth:Afghanistan];[];[];[countryOfBirth:Albania];[];[];[countryOfBirth:Algeria];[];[];[countryOfBirth:American Samoa];[];[];[countryOfBirth:American Virgin Islands]
MR21;CONJUNCTIVE_EXTEND;Test-01;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[confederation, maxYear];[];[];[maxHeight];[];[];[minHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[]
MR377;EQUIVALENCE_EXTEND;Test-13;10;2;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxYear:2006];[];[];[maxHeight:220, minYear:1850];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR240;CONJUNCTIVE_CONTRACT;Test-09;10;2;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, countryOfBirth, dayBirth, exactSearch, maxAge, maxYear, minHeight, monthBirth, placeOfBirth];[];[];[maxHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR423;CONJUNCTIVE_CONTRACT;Test-15;10;3;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, confederation, maxYear, minYear, monthBirth, secondCitizenship];[];[];[maxHeight, minAge, yearBirth];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[]
MR347;CONJUNCTIVE_EXTEND;Test-12;13;1;2;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[citizenship, exactSearch];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR371;CONJUNCTIVE_EXTEND;Test-13;10;4;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxYear, yearBirth];[];[];[minYear];[];[];[maxHeight];[];[];[placeOfBirth];[];[];[];[];[];[];[];[]
MR140;EQUIVALENCE_EXTEND;Test-05;8;3;4;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[maxHeight:220];[];[];[maxAge:150];[];[];[minHeight:0, minYear:1850];[];[];[];[];[];[];[];[];[];[];[]
MR415;CONJUNCTIVE_CONTRACT;Test-15;10;1;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, confederation, countryOfBirth, maxHeight, maxYear, minAge, minYear, monthBirth, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR210;CONJUNCTIVE_CONTRACT;Test-08;10;1;10;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[];[citizenship, confederation, maxAge, maxYear, minAge, minHeight, minYear, monthBirth, placeOfBirth, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR391;CONJUNCTIVE_CONTRACT;Test-14;10;3;10;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, countryOfBirth, dayBirth, minYear];[];[];[maxYear, placeOfBirth];[];[];[maxHeight, minAge, minHeight, yearBirth];[];[];[];[];[];[];[];[];[];[]
MR28;EQUIVALENCE_EXTEND;Test-01;10;2;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[maxYear:2006, minHeight:0];[];[];[maxHeight:220];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR163;CONJUNCTIVE_EXTEND;Test-06;10;2;5;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[exactSearch];[];[];[maxHeight, maxYear, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR458;CONJUNCTIVE_EXTEND;Test-16;9;2;6;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[dayBirth, maxAge, minAge, minHeight, secondCitizenship];[];[];[confederation];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR120;CONJUNCTIVE_CONTRACT;Test-05;8;4;8;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[];[confederation, exactSearch, maxYear, minAge, yearBirth];[];[];[citizenship];[];[];[secondCitizenship];[];[];[placeOfBirth];[];[];[];[];[];[];[]
MR279;CONJUNCTIVE_CONTRACT;Test-10;9;3;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[confederation, monthBirth, yearBirth];[];[];[countryOfBirth, minHeight, placeOfBirth];[];[];[maxAge, maxHeight, secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR559;CONJUNCTIVE_CONTRACT;Test-20;12;2;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[countryOfBirth, exactSearch, maxAge, maxHeight, maxYear, placeOfBirth, secondCitizenship];[];[];[citizenship, confederation, minHeight, minYear, monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR575;DISJOINT_EXTEND;Test-20;12;4;4;[placeOfBirth, exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[secondCitizenship:Algeria];[];[];[];[];[];[]
MR80;CONJUNCTIVE_EXTEND;Test-03;9;2;6;[placeOfBirth, confederation, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[citizenship, exactSearch, maxAge, secondCitizenship, yearBirth];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR299;EQUIVALENCE_EXTEND;Test-10;9;1;3;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[maxYear:2006, minAge:0, minYear:1850];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR128;CONJUNCTIVE_EXTEND;Test-05;8;3;7;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[countryOfBirth, dayBirth, maxAge, maxHeight, minHeight];[];[];[minYear];[];[];[monthBirth];[];[];[];[];[];[];[];[];[];[];[]
