MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR313;CONJUNCTIVE_EXTEND;Test-14;9;2;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, input, tag];[];[];[numberOfPlayers, price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR388;SHUFFLING_EXTEND;Test-17;6;6;6;[term, specialOffers, feature, vrSupport, os, language];[sortBy:relevance];[];[];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:lowestPrice];[];[];[sortBy:highestPrice];[];[];[sortBy:userReviews]
MR173;SHUFFLING_CONTRACT;Test-08;11;1;1;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR325;CONJUNCTIVE_CONTRACT;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, numberOfPlayers, term];[];[];[input, playArea, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR290;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[language, playArea];[];[];[input, tag, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR344;SHUFFLING_CONTRACT;Test-15;8;1;1;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR19;CONJUNCTIVE_EXTEND;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[numberOfPlayers, os, playArea, selectedTypes];[];[];[tag];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR145;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input, numberOfPlayers, vrSupport];[];[];[headsets, os];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[]
MR183;CONJUNCTIVE_CONTRACT;Test-09;9;3;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[playArea];[];[];[input, os, price, tag, term];[];[];[selectedTypes];[];[];[];[];[];[];[];[];[];[]
MR243;CONJUNCTIVE_EXTEND;Test-11;10;3;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[vrSupport];[];[];[language, numberOfPlayers];[];[];[term];[];[];[];[];[];[];[];[];[];[];[]
MR180;CONJUNCTIVE_CONTRACT;Test-09;9;2;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[input, os, playArea, tag, term];[];[];[price, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR227;CONJUNCTIVE_CONTRACT;Test-11;10;2;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, os, playArea, price, selectedTypes, tag];[];[];[headsets, input];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR306;CONJUNCTIVE_CONTRACT;Test-14;9;2;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[feature, os, selectedTypes, term, vrSupport];[];[];[language, playArea];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR283;CONJUNCTIVE_CONTRACT;Test-13;8;3;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[feature, headsets, price, selectedTypes, term];[];[];[os];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[]
MR129;CONJUNCTIVE_CONTRACT;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[price];[];[];[language, selectedTypes, tag, term];[];[];[feature];[];[];[];[];[];[];[];[];[];[]
MR385;CONJUNCTIVE_EXTEND;Test-17;6;3;7;[term, specialOffers, feature, vrSupport, os, language];[headsets, input, price];[];[];[numberOfPlayers, playArea];[];[];[selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[]
MR199;CONJUNCTIVE_EXTEND;Test-09;9;2;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, headsets, language];[];[];[numberOfPlayers, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR226;SHUFFLING_EXTEND;Test-10;9;3;3;[term, sortBy:relevance, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:lowestPrice];[];[];[];[];[];[];[];[];[]
MR334;CONJUNCTIVE_EXTEND;Test-15;8;4;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[language, selectedTypes];[];[];[headsets];[];[];[price, tag];[];[];[os];[];[];[];[];[];[];[];[]
MR99;CONJUNCTIVE_EXTEND;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, playArea, term];[];[];[headsets, input, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR42;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, price, term, vrSupport];[];[];[language];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR31;CONJUNCTIVE_CONTRACT;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[numberOfPlayers, os, playArea, selectedTypes, tag];[];[];[input];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR274;CONJUNCTIVE_CONTRACT;Test-13;8;3;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[feature];[];[];[headsets, numberOfPlayers, os, price];[];[];[selectedTypes, term];[];[];[];[];[];[];[];[];[];[]
MR203;CONJUNCTIVE_CONTRACT;Test-10;9;4;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, numberOfPlayers, tag];[];[];[vrSupport];[];[];[language];[];[];[term];[];[];[];[];[];[];[]
MR322;CONJUNCTIVE_CONTRACT;Test-15;8;1;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, input, numberOfPlayers, playArea, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR366;CONJUNCTIVE_CONTRACT;Test-17;6;3;5;[term, specialOffers, feature, vrSupport, os, language];[];[feature, os];[];[];[term, vrSupport];[];[];[language];[];[];[];[];[];[];[];[];[];[]
MR349;CONJUNCTIVE_CONTRACT;Test-16;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, input, playArea, price, selectedTypes, term, vrSupport];[];[];[numberOfPlayers];[];[];[tag];[];[];[];[];[];[];[];[];[];[]
MR352;CONJUNCTIVE_CONTRACT;Test-16;11;4;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[price, vrSupport];[];[];[input, selectedTypes, tag, term];[];[];[headsets, playArea];[];[];[numberOfPlayers];[];[];[];[];[];[];[]
MR112;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, numberOfPlayers, playArea, price];[];[];[os, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR142;CONJUNCTIVE_EXTEND;Test-07;7;5;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets];[];[];[playArea, vrSupport];[];[];[os];[];[];[numberOfPlayers];[];[];[input];[];[];[];[];[]
MR53;CONJUNCTIVE_CONTRACT;Test-03;11;5;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[numberOfPlayers];[];[];[input];[];[];[headsets, language, selectedTypes, tag, vrSupport];[];[];[feature, playArea];[];[];[term];[];[];[];[]
MR159;CONJUNCTIVE_CONTRACT;Test-08;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[selectedTypes, term];[];[];[numberOfPlayers, os, playArea, price, tag, vrSupport];[];[];[headsets];[];[];[];[];[];[];[];[];[];[]
MR128;SHUFFLING_EXTEND;Test-06;10;3;3;[term, sortBy:lowestPrice, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[];[sortBy:relevance];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[];[];[];[];[];[];[]
MR300;CONJUNCTIVE_CONTRACT;Test-14;9;3;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[feature, language, os, playArea, term];[];[];[selectedTypes];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[]
MR64;CONJUNCTIVE_CONTRACT;Test-04;6;2;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[feature, numberOfPlayers, price];[];[];[tag];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR82;CONJUNCTIVE_EXTEND;Test-04;6;4;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[os];[];[];[language, playArea, vrSupport];[];[];[headsets, input, term];[];[];[selectedTypes];[];[];[];[];[];[];[];[]
MR69;CONJUNCTIVE_CONTRACT;Test-04;6;2;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[feature, tag];[];[];[numberOfPlayers, price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR56;CONJUNCTIVE_CONTRACT;Test-03;11;3;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, language, term];[];[];[headsets, input, numberOfPlayers, selectedTypes, tag, vrSupport];[];[];[playArea];[];[];[];[];[];[];[];[];[];[]
MR314;CONJUNCTIVE_EXTEND;Test-14;9;3;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, input, price];[];[];[tag];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[]
MR50;CONJUNCTIVE_CONTRACT;Test-03;11;4;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, headsets, input, playArea, selectedTypes, term];[];[];[numberOfPlayers, vrSupport];[];[];[tag];[];[];[language];[];[];[];[];[];[];[]
MR256;CONJUNCTIVE_CONTRACT;Test-12;9;3;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[numberOfPlayers, tag];[];[];[feature, price, selectedTypes];[];[];[os, vrSupport];[];[];[];[];[];[];[];[];[];[]
MR152;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[os];[];[];[playArea, vrSupport];[];[];[headsets, input];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[]
MR10;CONJUNCTIVE_EXTEND;Test-01;8;1;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[input, numberOfPlayers, os, playArea, selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR205;CONJUNCTIVE_CONTRACT;Test-10;9;4;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, term, vrSupport];[];[];[language];[];[];[tag];[];[];[numberOfPlayers];[];[];[];[];[];[];[]
MR33;CONJUNCTIVE_CONTRACT;Test-02;8;4;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[playArea];[];[];[tag];[];[];[input, os, selectedTypes];[];[];[numberOfPlayers];[];[];[];[];[];[];[]
MR235;CONJUNCTIVE_CONTRACT;Test-11;10;2;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[headsets, input, playArea, selectedTypes, tag];[];[];[feature, os, price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR114;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, input, numberOfPlayers, os, playArea, price, term];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR294;CONJUNCTIVE_EXTEND;Test-13;8;4;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[language, tag];[];[];[vrSupport];[];[];[input];[];[];[playArea];[];[];[];[];[];[];[];[]
MR318;CONJUNCTIVE_EXTEND;Test-14;9;2;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, input, numberOfPlayers, tag];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR307;CONJUNCTIVE_CONTRACT;Test-14;9;4;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[feature, language, os];[];[];[playArea, selectedTypes];[];[];[term];[];[];[vrSupport];[];[];[];[];[];[];[]
MR16;CONJUNCTIVE_EXTEND;Test-01;8;2;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[numberOfPlayers, os, tag];[];[];[input, playArea, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR61;CONJUNCTIVE_EXTEND;Test-03;11;2;2;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[os];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR273;CONJUNCTIVE_CONTRACT;Test-13;8;3;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[price];[];[];[feature, headsets, os, selectedTypes, term];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[]
MR261;CONJUNCTIVE_EXTEND;Test-12;9;3;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[input, language, term];[];[];[headsets];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[]
MR110;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, input, numberOfPlayers];[];[];[headsets, os, playArea, price, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR23;SHUFFLING_EXTEND;Test-01;8;3;3;[term, sortBy:lowestPrice, price, specialOffers, feature, vrSupport, headsets, language];[];[];[sortBy:relevance];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[];[];[];[];[];[];[]
MR233;CONJUNCTIVE_CONTRACT;Test-11;10;4;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[headsets, input, os, playArea, tag];[];[];[feature];[];[];[price];[];[];[selectedTypes];[];[];[];[];[];[];[]
MR229;CONJUNCTIVE_CONTRACT;Test-11;10;2;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, headsets, input, os, price, tag];[];[];[playArea, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR134;CONJUNCTIVE_CONTRACT;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature, price, selectedTypes, tag];[];[];[language, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR370;CONJUNCTIVE_CONTRACT;Test-17;6;3;5;[term, specialOffers, feature, vrSupport, os, language];[];[term];[];[];[feature, vrSupport];[];[];[language, os];[];[];[];[];[];[];[];[];[];[]
MR52;CONJUNCTIVE_CONTRACT;Test-03;11;3;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, headsets, language, numberOfPlayers, selectedTypes, tag, term, vrSupport];[];[];[playArea];[];[];[input];[];[];[];[];[];[];[];[];[];[]
MR20;CONJUNCTIVE_EXTEND;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[playArea, selectedTypes];[];[];[input, numberOfPlayers, tag];[];[];[os];[];[];[];[];[];[];[];[];[];[];[]
MR30;CONJUNCTIVE_CONTRACT;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[input, numberOfPlayers, playArea];[];[];[os, selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR218;CONJUNCTIVE_EXTEND;Test-10;9;2;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[feature, os, playArea];[];[];[price, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR62;SHUFFLING_EXTEND;Test-03;11;3;3;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[sortBy:relevance];[];[];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[];[];[];[];[];[];[]
MR34;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, language, price, vrSupport];[];[];[term];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR63;DISJOINT_EXTEND;Test-03;11;2;2;[term, specialOffers, tag, selectedTypes:games, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[];[selectedTypes:software];[];[];[selectedTypes:downloableContent];[];[];[];[];[];[];[];[];[];[];[];[]
MR195;CONJUNCTIVE_EXTEND;Test-09;9;3;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[headsets, numberOfPlayers, vrSupport];[];[];[feature];[];[];[language];[];[];[];[];[];[];[];[];[];[];[]
MR350;CONJUNCTIVE_CONTRACT;Test-16;11;2;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, input, numberOfPlayers, playArea, selectedTypes, tag, term, vrSupport];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR184;CONJUNCTIVE_CONTRACT;Test-09;9;3;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[input, os, playArea, tag, term];[];[];[price];[];[];[selectedTypes];[];[];[];[];[];[];[];[];[];[]
MR176;CONJUNCTIVE_CONTRACT;Test-09;9;3;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[playArea, term];[];[];[os, price, selectedTypes, tag];[];[];[input];[];[];[];[];[];[];[];[];[];[]
MR345;SHUFFLING_EXTEND;Test-15;8;4;4;[term, sortBy:lowestPrice, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[];[sortBy:relevance];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:highestPrice];[];[];[];[];[];[]
MR102;CONJUNCTIVE_EXTEND;Test-05;7;3;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[input];[];[];[feature, playArea, tag, term];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR282;CONJUNCTIVE_CONTRACT;Test-13;8;2;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[feature, headsets, numberOfPlayers, selectedTypes, term];[];[];[os, price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR14;CONJUNCTIVE_EXTEND;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[os];[];[];[numberOfPlayers, selectedTypes];[];[];[input, playArea, tag];[];[];[];[];[];[];[];[];[];[];[]
MR309;CONJUNCTIVE_EXTEND;Test-14;9;1;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, input, numberOfPlayers, price, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR288;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, playArea, tag];[];[];[language, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR304;CONJUNCTIVE_CONTRACT;Test-14;9;2;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[feature, language, os, selectedTypes, term, vrSupport];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR336;CONJUNCTIVE_EXTEND;Test-15;8;3;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[language, price, selectedTypes, tag];[];[];[os];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR260;CONJUNCTIVE_EXTEND;Test-12;9;2;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[headsets, input, language, playArea];[];[];[term];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR210;CONJUNCTIVE_CONTRACT;Test-10;9;4;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[language];[];[];[vrSupport];[];[];[input, numberOfPlayers, tag, term];[];[];[headsets];[];[];[];[];[];[];[]
MR234;CONJUNCTIVE_CONTRACT;Test-11;10;4;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, input, os, price, tag];[];[];[selectedTypes];[];[];[playArea];[];[];[headsets];[];[];[];[];[];[];[]
MR83;CONJUNCTIVE_EXTEND;Test-04;6;4;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[language, playArea, vrSupport];[];[];[headsets, os, term];[];[];[input];[];[];[selectedTypes];[];[];[];[];[];[];[];[]
MR182;CONJUNCTIVE_CONTRACT;Test-09;9;2;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[selectedTypes];[];[];[input, os, playArea, price, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR232;CONJUNCTIVE_CONTRACT;Test-11;10;2;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, headsets, input, playArea, price, selectedTypes, tag];[];[];[os];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR132;CONJUNCTIVE_CONTRACT;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[term];[];[];[feature, price, selectedTypes];[];[];[language];[];[];[tag];[];[];[];[];[];[];[]
MR208;CONJUNCTIVE_CONTRACT;Test-10;9;2;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, numberOfPlayers, tag, vrSupport];[];[];[language, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR339;CONJUNCTIVE_EXTEND;Test-15;8;3;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[selectedTypes, tag];[];[];[headsets, os, price];[];[];[language];[];[];[];[];[];[];[];[];[];[];[]
MR133;CONJUNCTIVE_CONTRACT;Test-07;7;5;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature];[];[];[term];[];[];[selectedTypes];[];[];[language, price];[];[];[tag];[];[];[];[]
MR362;CONJUNCTIVE_EXTEND;Test-16;11;2;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[feature, os];[];[];[language];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR222;CONJUNCTIVE_EXTEND;Test-10;9;2;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[feature, os, price, selectedTypes];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR267;CONJUNCTIVE_EXTEND;Test-12;9;2;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[headsets, input, language, term];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR308;CONJUNCTIVE_CONTRACT;Test-14;9;2;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[feature, os, playArea, selectedTypes, term];[];[];[language, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR303;CONJUNCTIVE_CONTRACT;Test-14;9;4;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[os, playArea];[];[];[language, selectedTypes, term];[];[];[feature];[];[];[vrSupport];[];[];[];[];[];[];[]
MR58;CONJUNCTIVE_CONTRACT;Test-03;11;3;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, headsets, language, numberOfPlayers, playArea, selectedTypes, tag];[];[];[input, term];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[]
MR71;CONJUNCTIVE_CONTRACT;Test-04;6;2;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[feature, price, tag];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR327;CONJUNCTIVE_CONTRACT;Test-15;8;3;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, term, vrSupport];[];[];[input, playArea];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[]
MR148;CONJUNCTIVE_EXTEND;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[headsets, input, numberOfPlayers, playArea, vrSupport];[];[];[os];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR93;CONJUNCTIVE_CONTRACT;Test-05;7;4;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, price];[];[];[os, vrSupport];[];[];[numberOfPlayers];[];[];[selectedTypes];[];[];[];[];[];[];[]
MR355;CONJUNCTIVE_CONTRACT;Test-16;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[input, numberOfPlayers, selectedTypes, tag, vrSupport];[];[];[headsets, term];[];[];[playArea, price];[];[];[];[];[];[];[];[];[];[]
MR143;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[numberOfPlayers, os, playArea, vrSupport];[];[];[headsets];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR174;SHUFFLING_EXTEND;Test-08;11;3;3;[term, sortBy:lowestPrice, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[];[sortBy:relevance];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[];[];[];[];[];[];[]
MR206;CONJUNCTIVE_CONTRACT;Test-10;9;3;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, numberOfPlayers, term, vrSupport];[];[];[tag];[];[];[language];[];[];[];[];[];[];[];[];[];[]
MR236;CONJUNCTIVE_CONTRACT;Test-11;10;4;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[input, tag];[];[];[feature, playArea];[];[];[headsets, os, selectedTypes];[];[];[price];[];[];[];[];[];[];[]
MR6;CONJUNCTIVE_CONTRACT;Test-01;8;2;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[];[feature, headsets, language, term, vrSupport];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR298;DISJOINT_EXTEND;Test-13;8;3;3;[term, price, specialOffers, selectedTypes:downloableContent, numberOfPlayers, feature, headsets, os];[];[];[selectedTypes:games];[];[];[selectedTypes:software];[];[];[selectedTypes:demos];[];[];[];[];[];[];[];[];[]
